S.No.,CITY 1,CITY 2,AVG FLIGHTS TO CITY 2,AVG FLIGHTS FROM CITY 2,TOTAL AVG FLIGHTS
99,BAREILLY,DELHI,15,12,27
100,BAREILLY,MUMBAI,30,28,58
101,BELGAUM,BENGALURU,21,19,40
102,BELGAUM,DELHI,46,44,90
103,BELGAUM,HYDERABAD,38,36,74
104,BELGAUM,INDORE,6,6,12
105,BELGAUM,JODHPUR,6,6,12
106,BELGAUM,MUMBAI,30,30,60
107,BELGAUM,NAGPUR,4,4,8
108,BELGAUM,NASIK,5,5,10
109,BELGAUM,PUNE,7,7,14
110,BELGAUM,SURAT,5,5,10
111,BELGAUM,TIRUPATI,6,5,11
112,BENGALURU,BHOPAL,37,43,80
113,BENGALURU,BHUBANESWAR,168,234,402
114,BENGALURU,CHANDIGARH,155,171,326
115,BENGALURU,CHENNAI,288,333,621
116,BENGALURU,COIMBATORE,112,127,239
117,BENGALURU,DABOLIM,387,432,819
118,BENGALURU,DARBHANGA,75,100,175
119,BENGALURU,DEHRA DUN,80,83,163
120,BENGALURU,DELHI,1505,1725,3230
121,BENGALURU,DIMAPUR,10,9,19
122,BENGALURU,DURGAPUR,31,52,83
123,BENGALURU,GORAKHPUR,12,14,26
124,BENGALURU,GUWAHATI,179,233,412
125,BENGALURU,GWALIOR,20,21,41
126,BENGALURU,HUBLI,42,45,87
127,BENGALURU,HYDERABAD,556,620,1176
128,BENGALURU,IMPHAL,10,12,22
129,BENGALURU,INDORE,103,143,246
130,BENGALURU,JABALPUR,21,23,44
131,BENGALURU,JAIPUR,169,210,379
132,BENGALURU,JAMMU,6,9,15
133,BENGALURU,JAMNAGAR,3,3,6
134,BENGALURU,JHARSUGUDA,29,39,68
135,BENGALURU,JODHPUR,28,30,58
136,BENGALURU,JORHAT,6,7,13
137,BENGALURU,KADAPA,2,2,4
138,BENGALURU,"KALABURAGI, KARNATAKA",28,28,56
139,BENGALURU,KANNUR,21,20,41
140,BENGALURU,KANPUR,27,35,62
141,BENGALURU,KOCHI,416,373,789
142,BENGALURU,KOLHAPUR,7,6,13
143,BENGALURU,KOLKATA,705,789,1494
144,BENGALURU,KOZHIKODE,26,29,55
145,BENGALURU,KURNOOL,6,9,15
146,BENGALURU,LUCKNOW,168,209,377
147,BENGALURU,MADURAI,53,55,108
148,BENGALURU,MANGALORE,181,199,380
149,BENGALURU,MUMBAI,1153,1335,2488
150,BENGALURU,MYSORE,4,8,12
151,BENGALURU,NAGPUR,98,123,221
152,BENGALURU,PATNA,230,281,511
153,BENGALURU,PONDICHERRY,16,18,34
154,BENGALURU,PORT BLAIR,80,88,168
155,BENGALURU,PUNE,423,476,899
156,BENGALURU,RAIPUR,73,93,166
157,BENGALURU,RAJAHMUNDRY,33,39,72
158,BENGALURU,RAJKOT,43,49,92
159,BENGALURU,RANCHI,133,194,327
160,BENGALURU,SHIRDI,62,67,129
161,BENGALURU,SRINAGAR,23,21,44
162,BENGALURU,SURAT,59,75,134
163,BENGALURU,TIRUCHIRAPALLY,36,33,69
164,BENGALURU,TIRUPATI,17,18,35
165,BENGALURU,TRIVANDRUM,185,191,376
166,BENGALURU,TUTICORIN,17,18,35
167,BENGALURU,UDAIPUR,16,18,34
168,BENGALURU,VADODARA,56,59,115
169,BENGALURU,VARANASI,113,154,267
170,BENGALURU,VIJAYAWADA,80,86,166
171,BENGALURU,VISAKHAPATNAM,132,176,308
172,BHAVNAGAR,MUMBAI,20,19,39
173,BHAVNAGAR,PUNE,9,8,17
174,BHOPAL,CHENNAI,11,12,23
175,BHOPAL,DELHI,173,150,323
176,BHOPAL,HYDERABAD,26,22,48
177,BHOPAL,KOCHI,7,7,14
178,BHOPAL,MUMBAI,131,118,249
179,BHOPAL,RAIPUR,20,20,40
180,BHUBANESWAR,CHANDIGARH,9,7,16
181,BHUBANESWAR,CHENNAI,84,73,157
183,BHUBANESWAR,DELHI,337,349,686
184,BHUBANESWAR,HYDERABAD,149,127,276
185,BHUBANESWAR,JAIPUR,17,19,36
186,BHUBANESWAR,JHARSUGUDA,13,13,26
187,BHUBANESWAR,KOLKATA,149,176,325
188,BHUBANESWAR,LUCKNOW,4,6,10
189,BHUBANESWAR,MUMBAI,185,174,359
190,BHUBANESWAR,PATNA,24,25,49
191,BHUBANESWAR,PUNE,60,49,109
192,BHUBANESWAR,RAIPUR,19,15,34
193,BHUBANESWAR,RANCHI,5,5,10
194,BHUBANESWAR,VARANASI,15,17,32
195,BHUJ,MUMBAI,10,10,20
196,BIKANER,DELHI,12,13,25
197,BILASPUR,DELHI,3,4,7
198,BILASPUR,JABALPUR,3,4,7
199,CHANDIGARH,CHENNAI,40,47,87
200,CHANDIGARH,DABOLIM,62,67,129
201,CHANDIGARH,DEHRA DUN,1,1,2
202,CHANDIGARH,DELHI,311,308,619
203,CHANDIGARH,DHARAMSALA,9,9,18
204,CHANDIGARH,GUWAHATI,8,8,16
205,CHANDIGARH,HYDERABAD,132,140,272
206,CHANDIGARH,JAIPUR,34,28,62
207,CHANDIGARH,KOLKATA,25,30,55
208,CHANDIGARH,KULLU,4,1,5
209,CHANDIGARH,LEH,9,13,22
210,CHANDIGARH,LUCKNOW,36,40,76
211,CHANDIGARH,MUMBAI,413,435,848
212,CHANDIGARH,PATNA,30,30,60
213,CHANDIGARH,PUNE,50,49,99
214,CHANDIGARH,SRINAGAR,103,95,198
216,CHENNAI,COIMBATORE,297,276,573
217,CHENNAI,DABOLIM,47,49,96
218,CHENNAI,DARBHANGA,4,4,8
219,CHENNAI,DEHRA DUN,9,10,19
220,CHENNAI,DELHI,710,803,1513
221,CHENNAI,DIBRUGARH,4,7,11
222,CHENNAI,DURGAPUR,48,51,99
224,CHENNAI,GUWAHATI,131,153,284
225,CHENNAI,HUBLI,15,15,30
226,CHENNAI,HYDERABAD,381,403,784
227,CHENNAI,INDORE,27,34,61
228,CHENNAI,JABALPUR,1,2,3
229,CHENNAI,JAIPUR,48,52,100
230,CHENNAI,JODHPUR,47,49,96
231,CHENNAI,KADAPA,2,4,6
232,CHENNAI,KANNUR,21,20,41
233,CHENNAI,KOCHI,196,190,386
235,CHENNAI,KOLKATA,410,429,839
236,CHENNAI,KOZHIKODE,20,21,41
237,CHENNAI,KURNOOL,7,7,14
238,CHENNAI,LUCKNOW,37,38,75
239,CHENNAI,MADURAI,131,126,257
240,CHENNAI,MANGALORE,21,21,42
241,CHENNAI,MUMBAI,610,657,1267
242,CHENNAI,MYSORE,18,19,37
243,CHENNAI,NAGPUR,28,22,50
244,CHENNAI,NASIK,2,2,4
245,CHENNAI,PATNA,51,57,108
246,CHENNAI,PORT BLAIR,144,155,299
247,CHENNAI,PUNE,215,222,437
248,CHENNAI,RAIPUR,26,28,54
249,CHENNAI,RAJAHMUNDRY,14,15,29
250,CHENNAI,RANCHI,30,35,65
251,CHENNAI,SHIRDI,62,59,121
252,CHENNAI,SRINAGAR,10,11,21
253,CHENNAI,SURAT,31,37,68
254,CHENNAI,TIRUCHIRAPALLY,66,55,121
256,CHENNAI,TRIVANDRUM,141,136,277
257,CHENNAI,TUTICORIN,70,65,135
258,CHENNAI,VADODARA,13,14,27
259,CHENNAI,VARANASI,25,25,50
260,CHENNAI,VIJAYAWADA,28,31,59
261,CHENNAI,VISAKHAPATNAM,86,103,189
263,COIMBATORE,DELHI,112,130,242
264,COIMBATORE,GUWAHATI,5,3,8
265,COIMBATORE,HYDERABAD,182,193,375
266,COIMBATORE,JAIPUR,5,5,10
269,COIMBATORE,MUMBAI,152,156,308
271,COIMBATORE,PUNE,43,34,77
272,COIMBATORE,SURAT,10,9,19
273,COIMBATORE,TIRUPATI,4,5,9
275,DABOLIM,DELHI,607,594,1201
276,DABOLIM,GUWAHATI,8,1,9
277,DABOLIM,HYDERABAD,430,387,817
278,DABOLIM,INDORE,35,36,71
279,DABOLIM,JAIPUR,31,30,61
280,DABOLIM,KOLKATA,75,68,143
281,DABOLIM,LUCKNOW,37,37,74
282,DABOLIM,MUMBAI,896,874,1770
283,DABOLIM,MYSORE,12,12,24
284,DABOLIM,NAGPUR,24,25,49
285,DABOLIM,PUNE,90,82,172
286,DABOLIM,RAIPUR,11,10,21
287,DABOLIM,RAJKOT,22,20,42
288,DABOLIM,SURAT,60,55,115
289,DARBHANGA,DELHI,89,87,176
290,DARBHANGA,HYDERABAD,25,25,50
291,DARBHANGA,KOLKATA,24,23,47
292,DARBHANGA,MUMBAI,91,96,187
293,DEHRA DUN,DELHI,288,313,601
294,DEHRA DUN,GUWAHATI,8,7,15
295,DEHRA DUN,HYDERABAD,47,45,92
296,DEHRA DUN,JAIPUR,37,41,78
297,DEHRA DUN,KOLKATA,25,25,50
298,DEHRA DUN,LUCKNOW,40,41,81
299,DEHRA DUN,MUMBAI,167,181,348
300,DEHRA DUN,PANTNAGAR,10,11,21
301,DEHRA DUN,PUNE,8,7,15
302,DEHRA DUN,VARANASI,12,13,25
303,DELHI,DHARAMSALA,88,71,159
304,DELHI,DIBRUGARH,118,76,194
305,DELHI,DIMAPUR,24,25,49
306,DELHI,DURGAPUR,42,43,85
307,DELHI,GAYA,39,40,79
308,DELHI,GORAKHPUR,134,126,260
309,DELHI,GUWAHATI,501,503,1004
310,DELHI,GWALIOR,10,14,24
311,DELHI,HYDERABAD,1048,967,2015
312,DELHI,IMPHAL,90,86,176
313,DELHI,INDORE,281,288,569
314,DELHI,JABALPUR,79,73,152
315,DELHI,JAGDALPUR,1,3,4
316,DELHI,JAIPUR,166,154,320
317,DELHI,JAMMU,353,397,750
318,DELHI,JHARSUGUDA,52,52,104
319,DELHI,JODHPUR,60,63,123
320,DELHI,JORHAT,11,11,22
321,DELHI,KANDLA,23,19,42
322,DELHI,KANNUR,15,13,28
323,DELHI,KANPUR,23,23,46
324,DELHI,KHAJURAHO,5,5,10
325,DELHI,KOCHI,380,356,736
326,DELHI,KOLKATA,1072,1011,2083
327,DELHI,KOZHIKODE,65,64,129
328,DELHI,KULLU,8,3,11
329,DELHI,LEH,550,461,1011
330,DELHI,LUCKNOW,421,412,833
331,DELHI,MADURAI,42,40,82
332,DELHI,MANGALORE,5,5,10
333,DELHI,MUMBAI,2340,2310,4650
334,DELHI,NAGPUR,240,244,484
335,DELHI,NASIK,6,7,13
336,DELHI,PAKYONG,11,10,21
337,DELHI,PANTNAGAR,41,36,77
338,DELHI,PATHANKOT,6,6,12
339,DELHI,PATNA,642,634,1276
340,DELHI,PORBANDAR,8,9,17
341,DELHI,PORT BLAIR,34,28,62
342,DELHI,PUNE,975,936,1911
343,DELHI,RAIPUR,281,289,570
344,DELHI,RAJKOT,126,131,257
345,DELHI,RANCHI,347,349,696
346,DELHI,SHILLONG,3,2,5
347,DELHI,SHIRDI,88,87,175
348,DELHI,SILCHAR,16,19,35
349,DELHI,SRINAGAR,1424,1313,2737
350,DELHI,SURAT,230,237,467
351,DELHI,TIRUCHIRAPALLY,10,5,15
352,DELHI,TIRUPATI,26,18,44
353,DELHI,TRIVANDRUM,117,106,223
354,DELHI,UDAIPUR,117,120,237
355,DELHI,VADODARA,182,208,390
356,DELHI,VARANASI,313,255,568
357,DELHI,VIJAYAWADA,59,59,118
358,DELHI,VISAKHAPATNAM,190,166,356
359,DELHI,Kushinagar International Airport,17,17,34
360,DHARAMSALA,JAIPUR,12,15,27
361,DIBRUGARH,DIMAPUR,2,1,3
362,DIBRUGARH,GUWAHATI,39,24,63
363,DIBRUGARH,IMPHAL,6,9,15
364,DIBRUGARH,KOLKATA,87,86,173
365,DIBRUGARH,MUMBAI,6,9,15
366,DIBRUGARH,SHILLONG,3,4,7
367,DIMAPUR,GUWAHATI,9,8,17
368,DIMAPUR,IMPHAL,10,11,21
369,DIMAPUR,KOLKATA,41,40,81
370,DIMAPUR,MUMBAI,2,2,4
371,DIMAPUR,SHILLONG,3,4,7
372,DIU,MUMBAI,17,16,33
373,DIU,PUNE,1,1,2
374,DURGAPUR,GUWAHATI,6,4,10
375,DURGAPUR,HYDERABAD,32,24,56
376,DURGAPUR,MUMBAI,51,46,97
377,DURGAPUR,TRIVANDRUM,1,1,2
379,GAYA,KOLKATA,24,19,43
380,GAYA,MUMBAI,5,5,10
381,GHAZIABAD,HUBLI,8,8,16
382,GHAZIABAD,"KALABURAGI, KARNATAKA",6,6,12
383,GORAKHPUR,HYDERABAD,37,40,77
384,GORAKHPUR,KANPUR,3,3,6
385,GORAKHPUR,KOLKATA,20,20,40
386,GORAKHPUR,LUCKNOW,5,4,9
387,GORAKHPUR,MUMBAI,96,100,196
388,GORAKHPUR,VARANASI,10,6,16
389,GUWAHATI,HYDERABAD,47,45,92
390,GUWAHATI,IMPHAL,135,138,273
391,GUWAHATI,JAIPUR,48,54,102
392,GUWAHATI,JODHPUR,1,2,3
393,GUWAHATI,JORHAT,4,6,10
394,GUWAHATI,KOLKATA,360,387,747
395,GUWAHATI,LILABARI,1,1,2
396,GUWAHATI,LUCKNOW,37,35,72
397,GUWAHATI,MUMBAI,177,157,334
398,GUWAHATI,PASIGHAT,3,3,6
399,GUWAHATI,PATNA,41,47,88
400,GUWAHATI,PUNE,47,45,92
401,GUWAHATI,RUPSI,7,7,14
402,GUWAHATI,SHILLONG,2,1,3
403,GUWAHATI,SILCHAR,41,44,85
404,GUWAHATI,TEZPUR,2,1,3
405,GUWAHATI,TEZU,3,4,7
406,GUWAHATI,VARANASI,12,13,25
407,GWALIOR,HYDERABAD,18,16,34
408,GWALIOR,INDORE,13,13,26
409,GWALIOR,JAMMU,9,7,16
410,GWALIOR,KOLKATA,15,14,29
411,GWALIOR,MUMBAI,13,13,26
412,HUBLI,HYDERABAD,17,16,33
413,HUBLI,MANGALORE,8,7,15
414,HUBLI,MUMBAI,18,19,37
415,HUBLI,MYSORE,4,4,8
416,HYDERABAD,IMPHAL,3,3,6
417,HYDERABAD,INDORE,90,108,198
418,HYDERABAD,JABALPUR,24,31,55
419,HYDERABAD,JAGDALPUR,12,12,24
420,HYDERABAD,JAIPUR,134,144,278
422,HYDERABAD,JAMNAGAR,6,5,11
423,HYDERABAD,JHARSUGUDA,22,21,43
424,HYDERABAD,JODHPUR,18,19,37
425,HYDERABAD,KADAPA,11,11,22
427,HYDERABAD,KANNUR,19,20,39
428,HYDERABAD,KOCHI,163,156,319
429,HYDERABAD,KOLHAPUR,29,27,56
430,HYDERABAD,KOLKATA,371,364,735
431,HYDERABAD,KOZHIKODE,21,21,42
432,HYDERABAD,LUCKNOW,102,115,217
433,HYDERABAD,MADURAI,44,40,84
434,HYDERABAD,MANGALORE,40,38,78
435,HYDERABAD,MUMBAI,596,631,1227
436,HYDERABAD,MYSORE,27,28,55
437,HYDERABAD,NAGPUR,18,18,36
438,HYDERABAD,PATNA,105,111,216
439,HYDERABAD,PONDICHERRY,21,20,41
440,HYDERABAD,PORT BLAIR,20,20,40
441,HYDERABAD,PUNE,114,128,242
442,HYDERABAD,RAIPUR,83,90,173
443,HYDERABAD,RAJAHMUNDRY,86,89,175
444,HYDERABAD,RANCHI,76,84,160
445,HYDERABAD,SHIRDI,66,66,132
446,HYDERABAD,SRINAGAR,38,37,75
447,HYDERABAD,SURAT,37,46,83
448,HYDERABAD,TIRUCHIRAPALLY,35,29,64
449,HYDERABAD,TIRUPATI,209,213,422
450,HYDERABAD,TRIVANDRUM,47,41,88
451,HYDERABAD,UDAIPUR,27,31,58
452,HYDERABAD,VADODARA,52,58,110
453,HYDERABAD,VARANASI,93,98,191
454,HYDERABAD,VIJAYAWADA,101,95,196
455,HYDERABAD,VISAKHAPATNAM,274,271,545
456,IMPHAL,KOLKATA,133,131,264
457,IMPHAL,MUMBAI,8,9,17
458,IMPHAL,SHILLONG,7,7,14
459,INDORE,JABALPUR,11,12,23
460,INDORE,JAIPUR,31,31,62
461,INDORE,JAMMU,21,17,38
462,INDORE,KOLKATA,32,32,64
463,INDORE,LUCKNOW,21,22,43
464,INDORE,MUMBAI,205,208,413
465,INDORE,NAGPUR,18,18,36
466,INDORE,PUNE,40,39,79
467,INDORE,RAIPUR,38,38,76
468,JABALPUR,MUMBAI,51,48,99
469,JABALPUR,PUNE,21,21,42
470,JAGDALPUR,RAIPUR,12,13,25
471,JAIPUR,KOLKATA,136,140,276
472,JAIPUR,LUCKNOW,17,17,34
473,JAIPUR,MUMBAI,351,326,677
474,JAIPUR,PATNA,16,17,33
475,JAIPUR,PUNE,113,84,197
476,JAIPUR,SURAT,31,26,57
477,JAIPUR,VADODARA,3,2,5
478,JAIPUR,VARANASI,14,12,26
479,JAMMU,KOLKATA,3,6,9
480,JAMMU,LEH,19,62,81
481,JAMMU,MUMBAI,21,68,89
482,JAMMU,SRINAGAR,180,132,312
483,JAMMU,VARANASI,12,12,24
484,JAMNAGAR,MUMBAI,32,31,63
485,JHARSUGUDA,KOLKATA,29,26,55
486,JHARSUGUDA,RAIPUR,8,6,14
487,JODHPUR,KOLKATA,11,11,22
488,JODHPUR,MUMBAI,50,49,99
489,JORHAT,KOLKATA,34,38,72
490,KADAPA,VIJAYAWADA,2,2,4
491,KADAPA,VISAKHAPATNAM,5,5,10
492,"KALABURAGI, KARNATAKA",TIRUPATI,6,4,10
493,KANDLA,MUMBAI,21,21,42
494,KANNUR,KOCHI,21,21,42
495,KANNUR,KOZHIKODE,1,1,2
497,KANNUR,MUMBAI,36,49,85
498,KANNUR,TRIVANDRUM,21,21,42
499,KANPUR,MUMBAI,69,68,137
500,KOCHI,KOLKATA,31,47,78
501,KOCHI,MUMBAI,322,332,654
502,KOCHI,MYSORE,8,8,16
503,KOCHI,PUNE,51,50,101
504,KOCHI,RANCHI,4,4,8
505,KOCHI,TRIVANDRUM,19,16,35
506,KOLHAPUR,TIRUPATI,15,16,31
507,KOLKATA,LILABARI,9,9,18
508,KOLKATA,LUCKNOW,78,80,158
509,KOLKATA,MANGALORE,5,5,10
510,KOLKATA,MUMBAI,631,627,1258
511,KOLKATA,NAGPUR,40,45,85
512,KOLKATA,PAKYONG,10,8,18
514,KOLKATA,PATNA,92,96,188
515,KOLKATA,PORT BLAIR,151,187,338
516,KOLKATA,PUNE,105,105,210
517,KOLKATA,RAIPUR,74,82,156
518,KOLKATA,RANCHI,56,55,111
519,KOLKATA,RUPSI,16,16,32
520,KOLKATA,SHILLONG,17,13,30
521,KOLKATA,SILCHAR,84,92,176
522,KOLKATA,SRINAGAR,24,18,42
523,KOLKATA,SURAT,75,63,138
525,KOLKATA,TRIVANDRUM,7,2,9
526,KOLKATA,VARANASI,39,40,79
527,KOLKATA,VISAKHAPATNAM,49,42,91
528,KOZHIKODE,MUMBAI,82,91,173
529,KURNOOL,VISAKHAPATNAM,7,8,15
531,LEH,SRINAGAR,92,10,102
532,LUCKNOW,MUMBAI,290,326,616
533,LUCKNOW,NAGPUR,20,20,40
534,LUCKNOW,PATNA,37,38,75
535,LUCKNOW,PUNE,51,45,96
536,LUCKNOW,RAIPUR,16,15,31
537,LUCKNOW,RANCHI,30,34,64
538,LUCKNOW,SRINAGAR,15,17,32
539,LUCKNOW,VARANASI,2,1,3
540,MADURAI,MUMBAI,60,65,125
541,MADURAI,TIRUPATI,8,7,15
542,MADURAI,VIJAYAWADA,2,2,4
543,MANGALORE,MUMBAI,251,254,505
544,MANGALORE,PUNE,16,18,34
546,MUMBAI,NAGPUR,280,320,600
547,MUMBAI,PATNA,209,229,438
548,MUMBAI,PORBANDAR,20,17,37
549,MUMBAI,PORT BLAIR,1,1,2
550,MUMBAI,RAIPUR,142,157,299
551,MUMBAI,RAJKOT,126,129,255
552,MUMBAI,RANCHI,129,159,288
553,MUMBAI,SILCHAR,1,3,4
554,MUMBAI,SRINAGAR,249,335,584
555,MUMBAI,SURAT,18,18,36
556,MUMBAI,TIRUPATI,33,32,65
557,MUMBAI,TRIVANDRUM,101,97,198
558,MUMBAI,UDAIPUR,146,157,303
559,MUMBAI,VADODARA,143,161,304
560,MUMBAI,VARANASI,296,281,577
561,MUMBAI,VISAKHAPATNAM,63,68,131
562,MUMBAI,Sindhudurg Airport,16,16,32
563,NAGPUR,PUNE,168,146,314
565,NASIK,PUNE,8,8,16
566,PASIGHAT,TEZPUR,1,1,2
567,PATNA,PUNE,82,79,161
568,PATNA,RANCHI,32,35,67
569,PATNA,VARANASI,6,6,12
570,PORT BLAIR,VISAKHAPATNAM,11,12,23
571,PUNE,RAIPUR,24,23,47
572,PUNE,RANCHI,44,49,93
573,PUNE,SURAT,14,15,29
574,PUNE,TIRUPATI,13,11,24
575,PUNE,TRIVANDRUM,40,34,74
576,PUNE,VISAKHAPATNAM,13,12,25
577,RAIPUR,SRINAGAR,9,9,18
579,RAJAHMUNDRY,TIRUPATI,7,5,12
580,RAJAHMUNDRY,VISAKHAPATNAM,7,6,13
581,SHILLONG,SILCHAR,4,5,9
582,SHIRDI,TIRUPATI,8,9,17
584,TIRUCHIRAPALLY,TIRUPATI,1,1,2
585,TIRUPATI,VIJAYAWADA,6,8,14
586,TIRUPATI,VISAKHAPATNAM,16,19,35
587,VIJAYAWADA,VISAKHAPATNAM,16,16,32
588,Gondia Airport,HYDERABAD,11,9,20
589,Gondia Airport,INDORE,12,12,24
